order_id,customer_id,order_date,status,total_amount,discount_applied,shipping_city,shipping_country,payment_method
ORD-7BF12490,CUST-87FF77DA,2022-12-19,Pending,2936.1,500,Chennai,India,Wallet
ORD-89CA19C4,CUST-51DD227A,2022-12-16,Cancelled,13643.1,0,Hyderabad,India,UPI
ORD-B57779E3,CUST-7212DDAD,2023-02-20,Returned,153469.67,200,Hyderabad,India,Net Banking
ORD-C3357EFB,CUST-E17F282D,2023-03-13,Completed,243995.06,0,Chennai,India,UPI
ORD-AB2DEFAA,CUST-963FC8F1,2023-05-14,Cancelled,8279.88,0,Bangalore,India,Wallet
ORD-3ACAF37F,CUST-0D4F68FD,2022-11-20,Completed,166159.87,200,Jaipur,India,Wallet
ORD-60EC78B0,CUST-66FA2F97,2022-09-17,Completed,6704.51,50,Ahmedabad,India,UPI
ORD-34435080,CUST-51DD227A,2022-03-19,Cancelled,60766.19,0,Hyderabad,India,Net Banking
ORD-6EE8523F,CUST-46004E7A,2022-01-10,Cancelled,3965.1,100,Ahmedabad,India,Net Banking
ORD-2F39B74C,CUST-E9FC15B9,2024-11-05,Completed,349812.8,0,Ahmedabad,India,UPI
ORD-336B22AE,CUST-3D9FD030,2022-03-30,Completed,47604.55,0,Kolkata,India,Credit Card
ORD-A601281B,CUST-B074C517,2022-04-18,Cancelled,28633.4,50,Mumbai,India,Credit Card
ORD-9B0F4D58,CUST-8F3B6F9D,2023-04-27,Pending,54619.94,0,Delhi,India,Credit Card
ORD-D7D4D141,CUST-A9A9D366,2023-04-12,Completed,6485.11,50,Delhi,India,Wallet
ORD-A33E53C2,CUST-25DE3C56,2024-09-19,Completed,213181.35,0,Mumbai,India,UPI
ORD-6AAD1384,CUST-23F3069C,2024-01-05,Completed,13982.07,0,Chennai,India,Credit Card
ORD-31E1525A,CUST-90B48E41,2022-10-07,Completed,152613.35,0,Kolkata,India,UPI
ORD-83BC625C,CUST-7A3C67E2,2023-04-16,Completed,73024.84,50,Bangalore,India,Wallet
ORD-844A1510,CUST-F584371B,2023-05-21,Completed,106174.23,100,Pune,India,Wallet
ORD-54A4D3BB,CUST-33186585,2022-03-24,Returned,40229.53,500,Hyderabad,India,Credit Card
ORD-299F0602,CUST-918B380D,2022-01-26,Pending,154309.47,0,Hyderabad,India,Net Banking
ORD-5CC19187,CUST-F9A7678A,2024-07-29,Cancelled,174124.56,0,Kolkata,India,Credit Card
ORD-08E12CE4,CUST-7F4354A9,2022-05-25,Returned,28583.22,50,Chennai,India,UPI
ORD-81682AB5,CUST-A987FCB4,2022-06-15,Cancelled,84078.06,0,Bangalore,India,Wallet
ORD-14D7A3CA,CUST-109CC91C,2022-03-25,Completed,34287.54,100,Bangalore,India,Net Banking
ORD-5AE6CBE6,CUST-8701EFC9,2022-08-21,Pending,282349.89,0,Hyderabad,India,Net Banking
ORD-EB327FFD,CUST-37FA9BFF,2022-05-10,Completed,22909.62,100,Surat,India,Net Banking
ORD-03A190D2,CUST-FBFE0504,2024-01-24,Pending,2370.05,50,Ahmedabad,India,Credit Card
ORD-40622AE3,CUST-0AAE5BC2,2023-01-02,Completed,13643.1,0,Chennai,India,Credit Card
ORD-7B348409,CUST-C76EB422,2022-10-31,Returned,15561.33,200,Pune,India,Wallet
ORD-A01AAA31,CUST-77EE3ECE,2022-09-28,Returned,6100.63,0,Pune,India,UPI
ORD-EE362758,CUST-59F8BCEF,2024-11-30,Pending,119087.82,200,Mumbai,India,Wallet
ORD-16ABD04F,CUST-722EC527,2023-09-15,Cancelled,12312.1,500,Chennai,India,Wallet
ORD-71C67C61,CUST-568656F5,2023-08-14,Completed,23838.96,50,Kolkata,India,UPI
ORD-3B55555E,CUST-0912696B,2023-08-08,Completed,10316.83,0,Jaipur,India,Net Banking
ORD-80098A94,CUST-FBBAB634,2022-09-17,Returned,94544.93,100,Bangalore,India,Net Banking
ORD-B664623D,CUST-B0874519,2022-10-30,Completed,25264.8,0,Pune,India,Wallet
ORD-40A9F4CA,CUST-5BED70E7,2023-10-18,Completed,6235.18,100,Kolkata,India,Net Banking
ORD-479D43DE,CUST-D099FDE7,2023-08-17,Cancelled,222734.89,0,Delhi,India,Wallet
ORD-6C1C69CA,CUST-5CAAD97D,2022-03-24,Completed,69004.49,500,Delhi,India,Credit Card
ORD-01AD8835,CUST-C3B49F47,2023-02-04,Cancelled,354394.87,100,Bangalore,India,Wallet
ORD-D60BE560,CUST-A70CB981,2024-10-01,Completed,120232.15,0,Ahmedabad,India,Credit Card
ORD-47968D16,CUST-D540071F,2023-12-08,Completed,41137.07,0,Delhi,India,Wallet
ORD-69F826A4,CUST-BB544E12,2024-06-25,Completed,14914.62,0,Jaipur,India,Credit Card
ORD-6B6329FE,CUST-D5A81739,2023-03-02,Completed,39127.13,500,Ahmedabad,India,Net Banking
ORD-54729932,CUST-D4475EDD,2022-12-25,Cancelled,288235.13,500,Bangalore,India,Credit Card
ORD-F194BE63,CUST-EB205B0D,2023-09-11,Cancelled,24103.3,0,Hyderabad,India,Net Banking
ORD-A79197E5,CUST-D2C85F1F,2024-08-25,Completed,13524.73,200,Bangalore,India,Credit Card
ORD-6E8B4E70,CUST-6CF7373B,2023-07-22,Returned,1973.6,200,Surat,India,Wallet
ORD-BD1EFDC9,CUST-DDDEB6F6,2024-06-12,Completed,29636.36,0,Mumbai,India,UPI
ORD-6AA7EE1D,CUST-90D330DE,2024-08-02,Pending,24148.92,0,Pune,India,Wallet
ORD-F650567D,CUST-A2DA4F98,2023-12-31,Completed,93712.61,100,Chennai,India,Credit Card
ORD-358FB0F9,CUST-A18299FC,2022-12-09,Cancelled,15416.78,200,Chennai,India,Credit Card
ORD-675DA3E2,CUST-CF3E83AC,2023-12-22,Completed,5419.92,100,Bangalore,India,Net Banking
ORD-E389C9F1,CUST-0D4F68FD,2024-09-20,Returned,78676.03,0,Jaipur,India,Credit Card
ORD-4F74283B,CUST-DA5A94B3,2024-08-01,Completed,5914.18,0,Surat,India,Net Banking
ORD-9D707140,CUST-99F37B82,2024-01-13,Completed,150851.83,200,Bangalore,India,UPI
ORD-22316C73,CUST-72D241B0,2022-10-19,Pending,6393.19,0,Jaipur,India,Wallet
ORD-C95CFC56,CUST-4010C35F,2022-08-17,Completed,13452.72,500,Hyderabad,India,Credit Card
ORD-7723252C,CUST-F90C33D1,2022-08-09,Completed,28532.13,0,Delhi,India,Credit Card
ORD-AA57C705,CUST-07BA7B8B,2023-02-25,Cancelled,68069.17,0,Chennai,India,Net Banking
ORD-0BABA89C,CUST-5A25A025,2023-12-14,Completed,28961.22,0,Mumbai,India,Credit Card
ORD-FDA51D8F,CUST-7F2AFB08,2022-01-29,Cancelled,13856.88,0,Chennai,India,Credit Card
ORD-72D4D9E2,CUST-C668B17A,2023-03-15,Cancelled,174162.5,200,Hyderabad,India,Wallet
ORD-9CAA4251,CUST-FE4A92BE,2024-11-19,Completed,23119.16,0,Surat,India,Net Banking
ORD-97402E72,CUST-918B380D,2022-03-25,Completed,52135.52,0,Hyderabad,India,Net Banking
ORD-ACA3A05F,CUST-8DD8A86C,2024-06-28,Completed,32505.17,500,Delhi,India,Wallet
ORD-2016C77F,CUST-19070333,2022-08-04,Returned,65583.82,50,Pune,India,UPI
ORD-EFE484F3,CUST-458DCACD,2024-01-15,Completed,142053.47,0,Delhi,India,Wallet
ORD-52BF3890,CUST-4E82A6A2,2023-07-14,Pending,112382.18,50,Surat,India,Credit Card
ORD-12F411C9,CUST-CC99A501,2023-05-29,Returned,17705.08,200,Delhi,India,Credit Card
ORD-949D6002,CUST-143B0FBF,2023-01-02,Returned,27476.57,500,Surat,India,UPI
ORD-5E68078E,CUST-8BE4C9C7,2024-10-16,Returned,110489.38,50,Chennai,India,Wallet
ORD-2D96CA81,CUST-0FF25348,2022-03-15,Completed,4335.54,200,Delhi,India,Wallet
ORD-6B68082F,CUST-FB50AA4B,2023-10-02,Pending,162911.09,200,Surat,India,UPI
ORD-C43E11AB,CUST-4C5B4121,2022-04-25,Returned,121764.85,100,Pune,India,Net Banking
ORD-F26A9944,CUST-5A3A680D,2022-02-27,Cancelled,5414.18,500,Mumbai,India,Net Banking
ORD-3704F4FE,CUST-A9ECD251,2022-02-25,Pending,73291.58,0,Delhi,India,Credit Card
ORD-C3FDFEEB,CUST-89DB5891,2023-05-16,Completed,15240.93,0,Mumbai,India,Net Banking
ORD-6FD85719,CUST-DA0E116D,2023-11-23,Completed,2052.38,0,Hyderabad,India,Wallet
ORD-AB5E1623,CUST-F6D19C4F,2024-05-15,Cancelled,21342.12,0,Ahmedabad,India,Credit Card
ORD-9ED16A61,CUST-6CB94C3B,2024-09-27,Completed,170730.73,100,Pune,India,UPI
ORD-CF6ADB28,CUST-523ECF2A,2023-09-06,Completed,112604.89,0,Chennai,India,Wallet
ORD-DDEF8B49,CUST-BB544E12,2023-04-08,Cancelled,27018.27,0,Jaipur,India,Net Banking
ORD-6AA1C6B3,CUST-58505F80,2022-05-18,Cancelled,246790.25,200,Pune,India,Net Banking
ORD-67D3AC60,CUST-E9D1B591,2024-04-28,Returned,12481.21,200,Chennai,India,UPI
ORD-82D4F808,CUST-7A3C67E2,2024-10-19,Completed,28522.86,100,Bangalore,India,UPI
ORD-D890A035,CUST-C02A540D,2024-08-05,Completed,8264.42,500,Pune,India,Net Banking
ORD-36788008,CUST-7F4354A9,2022-05-12,Pending,10528.13,500,Chennai,India,UPI
ORD-87BA4485,CUST-A3B47964,2023-04-29,Returned,4049.95,0,Delhi,India,Net Banking
ORD-19432492,CUST-5EE28346,2024-09-21,Cancelled,29030.31,0,Kolkata,India,UPI
ORD-4CE699AE,CUST-6CE5C556,2022-03-28,Pending,16916.94,100,Delhi,India,Credit Card
ORD-DCA3E9CE,CUST-513C4F9A,2022-10-15,Completed,62613.52,200,Chennai,India,Credit Card
ORD-25AA9DF5,CUST-10355B4F,2024-12-11,Completed,21072.81,500,Chennai,India,Wallet
ORD-511A502C,CUST-9DB5F5DB,2023-04-29,Returned,67574.04,0,Jaipur,India,Wallet
ORD-BF474826,CUST-53646B56,2023-06-05,Cancelled,3422.56,100,Pune,India,Credit Card
ORD-D5A061DB,CUST-14ECD596,2024-05-17,Returned,287801.32,0,Chennai,India,Net Banking
ORD-7EB09247,CUST-48151694,2023-09-24,Completed,248035.73,50,Delhi,India,Credit Card
ORD-DF3EA5A2,CUST-CF3E83AC,2023-04-30,Returned,11912.13,0,Bangalore,India,Wallet
ORD-CDD920D4,CUST-23F3069C,2023-10-12,Pending,141432.37,50,Chennai,India,Wallet
ORD-C634299E,CUST-F19BC959,2022-07-25,Completed,61085.89,50,Pune,India,Net Banking
ORD-443FC2EB,CUST-CA2CA84E,2022-02-26,Completed,10177.42,0,Pune,India,Net Banking
ORD-48FBC2E4,CUST-05C9EE3A,2022-06-18,Completed,13186.42,200,Mumbai,India,Wallet
ORD-8150885E,CUST-3FEEC8BE,2023-10-17,Returned,27165.42,500,Pune,India,Wallet
ORD-CF5741B6,CUST-57FD4798,2023-01-08,Returned,290189.7,200,Delhi,India,Wallet
ORD-357A9591,CUST-A3BC15F1,2023-06-21,Pending,283278.66,100,Pune,India,Net Banking
ORD-A3F05988,CUST-CB802C4F,2022-07-02,Completed,220671.21,0,Jaipur,India,Wallet
ORD-D1455898,CUST-F24E556E,2024-07-18,Pending,183143.73,500,Hyderabad,India,Wallet
ORD-79FC0EC9,CUST-212175F7,2024-06-02,Completed,125872.79,50,Hyderabad,India,Wallet
ORD-B4F49A49,CUST-CC1B13F4,2023-05-24,Completed,17134.85,500,Jaipur,India,Wallet
ORD-8D15E697,CUST-E5990E88,2024-05-16,Pending,102299.05,0,Jaipur,India,Credit Card
ORD-1FF9A88D,CUST-45A04A03,2023-06-04,Cancelled,47151.48,100,Hyderabad,India,Wallet
ORD-884646F5,CUST-75E094B9,2023-11-26,Returned,18175.28,200,Mumbai,India,UPI
ORD-D40BC536,CUST-58F251E5,2022-08-28,Completed,5864.18,50,Ahmedabad,India,Net Banking
ORD-030FBF56,CUST-6425E1A0,2024-05-30,Completed,23973.36,0,Hyderabad,India,Wallet
ORD-C056C696,CUST-6CF7373B,2022-11-06,Cancelled,83746.56,0,Surat,India,Wallet
ORD-C0E2B9B4,CUST-68B2CD79,2022-08-26,Returned,11126.19,0,Pune,India,Wallet
ORD-A1E137F2,CUST-722EC527,2024-10-06,Completed,10069.35,0,Chennai,India,UPI
ORD-8678BDEE,CUST-59F8BCEF,2022-12-11,Pending,190338.52,100,Mumbai,India,Wallet
ORD-C3DC6C08,CUST-9F84CA5D,2022-07-13,Completed,19590.19,200,Jaipur,India,Credit Card
ORD-AC39294B,CUST-3E58B997,2024-02-05,Cancelled,5589.42,0,Surat,India,Credit Card
ORD-4DFA372C,CUST-0FF25348,2024-09-09,Returned,146103.64,0,Delhi,India,Net Banking
ORD-88E66CFC,CUST-5A25A025,2022-09-22,Completed,6596.73,0,Mumbai,India,Credit Card
ORD-0EA011EB,CUST-A84803BF,2024-02-21,Completed,102285.18,0,Ahmedabad,India,Wallet
ORD-8C54A8CB,CUST-D540071F,2022-11-12,Completed,15760.06,200,Delhi,India,Credit Card
ORD-EFFD37E2,CUST-6EB56331,2024-01-23,Cancelled,20777.02,50,Surat,India,Wallet
ORD-F41E086A,CUST-E2EBEF6A,2024-05-15,Completed,294514.12,100,Ahmedabad,India,UPI
ORD-BAB321C2,CUST-75E094B9,2024-10-11,Cancelled,39664.81,0,Mumbai,India,Wallet
ORD-C5EFAE74,CUST-BD96D4A6,2022-04-08,Cancelled,48430.36,100,Kolkata,India,Wallet
ORD-A925AA07,CUST-1D3927FE,2022-07-13,Returned,45798.78,0,Hyderabad,India,UPI
ORD-B2846A18,CUST-4CB5157D,2024-03-15,Completed,3049.88,200,Surat,India,Net Banking
ORD-9AED82A6,CUST-971DCF46,2024-07-20,Pending,336344.14,0,Bangalore,India,Net Banking
ORD-62BB8F82,CUST-9B97F9A4,2022-08-06,Returned,111708.99,0,Hyderabad,India,Wallet
ORD-BCB797C7,CUST-43532D2D,2024-01-09,Pending,18035.9,0,Chennai,India,UPI
ORD-B1445EA9,CUST-8291D953,2022-02-24,Completed,70743.0,0,Delhi,India,Wallet
ORD-D5CF33EB,CUST-60013048,2022-02-14,Completed,8341.01,50,Delhi,India,Wallet
ORD-1E98F086,CUST-25DE3C56,2023-05-12,Completed,297037.33,0,Mumbai,India,Wallet
ORD-4338DD60,CUST-D4475EDD,2024-10-12,Pending,30675.71,50,Bangalore,India,Wallet
ORD-B821939D,CUST-AA7CE85C,2022-05-05,Cancelled,6593.2,100,Hyderabad,India,Credit Card
ORD-2A3DC83A,CUST-140A8881,2024-05-04,Returned,48581.93,100,Kolkata,India,Net Banking
ORD-1CF5FA3D,CUST-ECE790E1,2024-06-12,Completed,17983.56,50,Kolkata,India,UPI
ORD-9642331A,CUST-4C5B4121,2023-03-26,Cancelled,48128.2,0,Pune,India,Wallet
ORD-B9447F87,CUST-6EB56331,2024-01-08,Returned,35742.75,0,Surat,India,Credit Card
ORD-967C63D4,CUST-99577116,2024-09-15,Completed,14929.31,100,Delhi,India,Wallet
ORD-3FD2D6C2,CUST-ACE63D16,2024-10-08,Completed,9841.15,0,Jaipur,India,Net Banking
ORD-00DFF21D,CUST-F2283C2B,2022-11-21,Completed,160844.71,100,Kolkata,India,Net Banking
ORD-2DCF7D11,CUST-55178AEF,2023-12-29,Completed,23683.59,200,Surat,India,Credit Card
ORD-59FA3778,CUST-EB205B0D,2022-03-27,Cancelled,5739.9,200,Hyderabad,India,UPI
ORD-B111A234,CUST-48B77AE5,2024-01-11,Completed,55802.27,200,Mumbai,India,Net Banking
ORD-AE7F08E5,CUST-F007DE79,2022-10-10,Completed,4833.67,500,Mumbai,India,Wallet
ORD-F9804334,CUST-55178AEF,2023-08-11,Cancelled,6571.87,0,Surat,India,Net Banking
ORD-9C48CF4C,CUST-63A40671,2023-05-18,Completed,23315.4,50,Ahmedabad,India,Wallet
ORD-701F94A3,CUST-9A4AA13E,2022-01-21,Pending,110000.24,500,Kolkata,India,UPI
ORD-88795072,CUST-17667E04,2022-04-29,Pending,106582.82,200,Chennai,India,UPI
ORD-DEA50B64,CUST-FDFC002F,2024-04-07,Returned,17942.47,500,Mumbai,India,Wallet
ORD-DE5EA4D3,CUST-C89E76BB,2023-12-09,Pending,22302.74,100,Hyderabad,India,UPI
ORD-A022A013,CUST-8EF98BD8,2023-08-05,Completed,3960.5,100,Delhi,India,Net Banking
ORD-3283BA0E,CUST-0487E461,2022-11-24,Completed,6235.18,100,Chennai,India,UPI
ORD-7551B91B,CUST-6EB56331,2023-09-15,Pending,35927.17,0,Surat,India,Credit Card
ORD-3BBD2D15,CUST-0487E461,2022-09-13,Returned,165507.66,0,Chennai,India,UPI
ORD-135813DC,CUST-1889F4DE,2023-09-05,Completed,126961.58,0,Kolkata,India,Credit Card
ORD-347B9FEB,CUST-D297F7AF,2024-05-21,Returned,9515.72,0,Jaipur,India,UPI
ORD-53FBD0DA,CUST-4F3606C9,2023-03-16,Returned,4333.21,200,Delhi,India,Wallet
ORD-1571691C,CUST-B2C80B3C,2024-11-28,Returned,69462.69,50,Ahmedabad,India,Wallet
ORD-3FB9B23B,CUST-EB205B0D,2022-11-30,Completed,25810.58,0,Hyderabad,India,UPI
ORD-AA53D855,CUST-ABF4976D,2024-01-27,Completed,52069.83,0,Delhi,India,Net Banking
ORD-492731AC,CUST-36A794A2,2023-09-14,Completed,123932.11,0,Chennai,India,Wallet
ORD-110D919A,CUST-E0086EED,2022-09-08,Cancelled,139890.29,50,Mumbai,India,Wallet
ORD-ACE69596,CUST-5CAAD97D,2023-11-23,Returned,34514.78,200,Delhi,India,UPI
ORD-4E487180,CUST-FC3B15A3,2023-10-29,Completed,38395.86,0,Hyderabad,India,Net Banking
ORD-9E82814B,CUST-C78EF0EC,2022-07-01,Completed,62613.52,200,Bangalore,India,Net Banking
ORD-0C9872CB,CUST-5122D7CA,2022-09-11,Pending,61820.07,500,Kolkata,India,Credit Card
ORD-021422AE,CUST-DFD75988,2024-12-25,Completed,62504.25,500,Surat,India,UPI
ORD-17672AAD,CUST-28EF754F,2024-06-28,Completed,210672.98,50,Hyderabad,India,Credit Card
ORD-956A47B5,CUST-7F4354A9,2024-12-17,Completed,13483.58,100,Chennai,India,Net Banking
ORD-A73562EF,CUST-444B43B3,2022-07-03,Completed,21083.92,100,Pune,India,Credit Card
ORD-B4D7E0A7,CUST-60E03528,2024-03-09,Completed,116459.6,0,Delhi,India,UPI
ORD-ECB34866,CUST-8701EFC9,2023-04-30,Returned,45320.66,0,Hyderabad,India,Credit Card
ORD-3B189B13,CUST-F918A4C0,2023-04-24,Completed,26463.32,0,Delhi,India,Net Banking
ORD-24787BAD,CUST-7E51E448,2024-04-13,Returned,3611.61,0,Pune,India,Net Banking
ORD-3B62F322,CUST-3D3462C1,2022-12-11,Completed,216927.62,500,Chennai,India,Credit Card
ORD-A6DF09B4,CUST-1547474C,2024-09-14,Completed,144679.91,500,Hyderabad,India,Credit Card
ORD-C22947FE,CUST-D2C85F1F,2022-07-03,Returned,8079.88,200,Bangalore,India,Net Banking
ORD-60CF3476,CUST-1895B133,2024-06-03,Completed,120791.37,0,Surat,India,Wallet
ORD-600B6321,CUST-17F27F62,2023-11-04,Completed,53077.43,50,Kolkata,India,UPI
ORD-309A2FEF,CUST-1D3927FE,2024-09-28,Returned,164651.94,200,Hyderabad,India,Wallet
ORD-B8361301,CUST-7EDB390D,2022-01-18,Completed,20886.57,0,Mumbai,India,Net Banking
ORD-D7612238,CUST-9B37460A,2022-07-04,Cancelled,109329.32,0,Kolkata,India,UPI
ORD-74D12606,CUST-74D0BED5,2023-02-06,Pending,274515.11,50,Bangalore,India,UPI
ORD-12F37957,CUST-458DCACD,2022-09-20,Pending,8871.27,0,Delhi,India,UPI
ORD-EE233F30,CUST-070D858D,2024-12-07,Pending,13198.12,100,Hyderabad,India,Wallet
ORD-6C65B3FB,CUST-E0086EED,2024-05-24,Pending,11128.84,50,Mumbai,India,Net Banking
ORD-10EBFFE7,CUST-CC99A501,2024-11-27,Returned,374112.08,0,Delhi,India,Net Banking
ORD-47F1E67F,CUST-45A04A03,2024-03-13,Completed,73203.13,200,Hyderabad,India,Credit Card
ORD-65A61E4B,CUST-AF586E89,2023-05-27,Completed,15419.1,0,Surat,India,Credit Card
ORD-C35FC7CB,CUST-0371CE4A,2024-09-09,Returned,14297.89,500,Kolkata,India,Net Banking
ORD-501D9B96,CUST-F6DA48E5,2023-05-28,Completed,2585.08,0,Hyderabad,India,Credit Card
ORD-D2386F50,CUST-48151694,2023-11-15,Cancelled,138970.58,100,Delhi,India,Wallet
ORD-A9361870,CUST-70A3C4C0,2022-09-13,Completed,5307.42,50,Surat,India,Credit Card
ORD-FC623367,CUST-FBC46F20,2022-09-19,Completed,32804.82,0,Surat,India,Credit Card
ORD-44557F7F,CUST-8BE4C9C7,2024-02-21,Returned,5459.8,500,Chennai,India,UPI
ORD-765CC6ED,CUST-66F6D161,2022-01-22,Returned,38568.19,0,Pune,India,Net Banking
ORD-803A28FB,CUST-971DCF46,2023-01-30,Completed,6415.85,100,Bangalore,India,Credit Card
ORD-EDCE1AFB,CUST-9D9BE574,2023-02-01,Cancelled,5497.88,0,Jaipur,India,Wallet
ORD-2F62DC04,CUST-00A03953,2023-05-13,Completed,18454.84,0,Surat,India,Wallet
ORD-37794519,CUST-95E92DA5,2024-01-03,Completed,145744.15,0,Delhi,India,UPI
ORD-D918B805,CUST-838A7229,2023-05-02,Cancelled,141658.78,0,Bangalore,India,Wallet
ORD-71E980C7,CUST-3DFF790B,2023-11-10,Cancelled,23132.1,0,Pune,India,UPI
ORD-328DF6F7,CUST-66FA2F97,2023-04-17,Returned,141473.03,0,Ahmedabad,India,Credit Card
ORD-75EFA559,CUST-FC30449B,2022-03-03,Cancelled,107861.88,0,Surat,India,UPI
ORD-94F4DBB1,CUST-23F3069C,2024-01-08,Completed,7053.62,0,Chennai,India,UPI
ORD-BAEB578F,CUST-F832D924,2023-06-21,Pending,49467.06,0,Surat,India,Credit Card
ORD-B8583BB2,CUST-7EDB390D,2023-06-21,Completed,8229.88,50,Mumbai,India,Credit Card
ORD-4CA1B3F1,CUST-641A0356,2023-03-07,Completed,38764.31,500,Chennai,India,Credit Card
ORD-252D1E33,CUST-D5A81739,2022-09-25,Completed,67222.42,200,Ahmedabad,India,Wallet
ORD-D12E9E8B,CUST-A2DA4F98,2023-05-16,Completed,19322.34,0,Chennai,India,Wallet
ORD-202C85E0,CUST-3FF948FC,2022-06-16,Returned,66100.99,50,Hyderabad,India,Net Banking
ORD-F53B514F,CUST-3484D4C7,2024-09-16,Pending,63146.26,200,Mumbai,India,UPI
ORD-BDE06AF2,CUST-8F3B6F9D,2023-02-20,Returned,102835.24,0,Delhi,India,UPI
ORD-94905C95,CUST-8E59FFB9,2024-02-06,Completed,28750.45,0,Bangalore,India,Net Banking
ORD-D0385BAB,CUST-B8E3127B,2024-07-12,Returned,27856.68,0,Jaipur,India,UPI
ORD-9A775E7F,CUST-E240B6AF,2022-06-05,Completed,4707.07,500,Chennai,India,Credit Card
ORD-FD829F8F,CUST-4BD72F0C,2023-07-21,Completed,1096.7,0,Hyderabad,India,Credit Card
ORD-F8E45A5D,CUST-D92E4C5B,2023-02-15,Completed,7266.87,0,Surat,India,Net Banking
ORD-8DB09F08,CUST-5636E8B6,2022-10-10,Pending,44642.04,500,Ahmedabad,India,Wallet
ORD-91B95819,CUST-FE78D4C7,2024-11-15,Completed,30607.44,100,Mumbai,India,Net Banking
ORD-3337B1EF,CUST-3FEEC8BE,2022-06-25,Completed,9943.08,0,Pune,India,Credit Card
ORD-3F18CD93,CUST-36A794A2,2022-10-12,Cancelled,14602.2,50,Chennai,India,Net Banking
ORD-C94BA42F,CUST-5D15A25C,2024-05-08,Returned,18720.26,0,Jaipur,India,Net Banking
ORD-55529486,CUST-7E51E448,2024-03-11,Returned,19548.67,100,Pune,India,Wallet
ORD-C02F84A6,CUST-D5DD182F,2023-11-05,Cancelled,37085.62,200,Bangalore,India,Wallet
ORD-9CE9C78A,CUST-31B9C837,2023-01-18,Completed,4851.49,0,Bangalore,India,UPI
ORD-D122D011,CUST-B192AFB4,2024-12-09,Completed,30475.91,0,Kolkata,India,Credit Card
ORD-0267E058,CUST-212175F7,2024-05-06,Returned,4351.49,500,Hyderabad,India,UPI
ORD-C8C10CCD,CUST-BE03F72A,2023-02-26,Completed,94613.08,0,Delhi,India,Wallet
ORD-B869E93D,CUST-5417B9A7,2023-02-18,Completed,54809.21,500,Jaipur,India,UPI
ORD-79A33183,CUST-3484D4C7,2023-11-05,Cancelled,176230.68,200,Mumbai,India,Net Banking
ORD-3C55A0EA,CUST-FDFC002F,2023-09-02,Returned,42678.15,50,Mumbai,India,Credit Card
ORD-FD4D7715,CUST-3E58B997,2022-03-31,Completed,191065.13,0,Surat,India,UPI
ORD-4DA88A80,CUST-36D6AC56,2024-10-07,Returned,155647.39,500,Chennai,India,UPI
ORD-87EBE261,CUST-4C5B4121,2022-04-02,Returned,206775.67,200,Pune,India,Wallet
ORD-D03EE202,CUST-343A463E,2023-12-05,Pending,19913.29,0,Chennai,India,Wallet
ORD-BA34FCB1,CUST-70B308FB,2024-08-02,Completed,3141.69,200,Delhi,India,Wallet
ORD-75A301FB,CUST-00A64FF6,2024-08-22,Completed,6606.86,100,Chennai,India,Net Banking
ORD-5761EE51,CUST-AC8C4B83,2024-12-30,Pending,153706.04,0,Mumbai,India,Credit Card
ORD-8BD8F07E,CUST-7D9BAFCC,2024-12-26,Completed,175028.6,200,Jaipur,India,Credit Card
ORD-9DAC9B8E,CUST-A2F542FF,2024-02-12,Completed,5086.89,0,Jaipur,India,Wallet
ORD-7CB0986F,CUST-0371CE4A,2022-01-30,Completed,113456.69,0,Kolkata,India,UPI
ORD-9699D732,CUST-33186585,2024-05-01,Cancelled,16768.26,0,Hyderabad,India,UPI
ORD-83574F9D,CUST-25760997,2023-03-01,Cancelled,56428.69,0,Hyderabad,India,Wallet
ORD-A023B635,CUST-FE78D4C7,2023-10-10,Completed,352480.92,200,Mumbai,India,Credit Card
ORD-69F44795,CUST-9133F801,2023-03-24,Returned,58563.88,200,Mumbai,India,Net Banking
ORD-2468A854,CUST-17F27F62,2022-07-14,Cancelled,26241.55,0,Kolkata,India,Wallet
ORD-117B322A,CUST-9133F801,2023-11-18,Completed,87275.42,100,Mumbai,India,Credit Card
ORD-E5F6F9DA,CUST-F8FAA68C,2023-04-30,Pending,23989.74,0,Chennai,India,UPI
ORD-E9B06424,CUST-BB4C8366,2023-02-23,Pending,10527.46,200,Ahmedabad,India,Wallet
ORD-482BA8E6,CUST-9C385E3B,2023-11-05,Completed,156019.76,500,Kolkata,India,Credit Card
ORD-D425A440,CUST-391E1685,2023-11-10,Completed,29970.64,0,Surat,India,UPI
ORD-95CAA381,CUST-C3B49F47,2024-02-21,Cancelled,176804.75,0,Bangalore,India,Credit Card
ORD-87D3A327,CUST-8116ACAC,2022-10-17,Completed,21262.21,100,Hyderabad,India,UPI
ORD-B4F238A1,CUST-4C5B4121,2022-06-10,Returned,31381.23,50,Pune,India,Net Banking
ORD-C37413C5,CUST-7A3C67E2,2024-07-07,Pending,17293.74,0,Bangalore,India,Wallet
ORD-B0561F16,CUST-BB7C4C4F,2024-08-22,Returned,25055.67,500,Pune,India,Credit Card
ORD-131424DD,CUST-377CE8B7,2023-09-07,Cancelled,121906.79,50,Chennai,India,Wallet
ORD-282A5E23,CUST-C20FD74D,2023-11-14,Completed,117821.36,0,Kolkata,India,Wallet
ORD-1AAEBDF5,CUST-085AF52B,2024-05-01,Returned,22987.95,200,Pune,India,Credit Card
