item_id,order_id,product_id,quantity,unit_price,total_price
ITEM-A66D94F2,ORD-71E980C7,PROD-010E83D4,2,1703.6,3407.2
ITEM-39330EC8,ORD-71E980C7,PROD-A80DF571,1,6042.13,6042.13
ITEM-36D46E25,ORD-71E980C7,PROD-97EA55D8,2,2041.07,4082.14
ITEM-833F390B,ORD-71E980C7,PROD-661FE965,1,1624.94,1624.94
ITEM-6B5235CA,ORD-71E980C7,PROD-261E2C48,1,7975.69,7975.69
ITEM-D4A0AF7A,ORD-328DF6F7,PROD-AB1FF945,2,47927.41,95854.82
ITEM-05C7C94C,ORD-328DF6F7,PROD-0E7593BC,1,3575.82,3575.82
ITEM-BF2A3C0A,ORD-328DF6F7,PROD-465980E0,1,6976.36,6976.36
ITEM-6B925335,ORD-328DF6F7,PROD-010E83D4,2,1703.6,3407.2
ITEM-B3D0A409,ORD-328DF6F7,PROD-51E64CDE,1,31658.83,31658.83
ITEM-0F097BD6,ORD-75EFA559,PROD-8F134EA0,2,53930.94,107861.88
ITEM-B862E397,ORD-94F4DBB1,PROD-E55B2CB4,2,3526.81,7053.62
ITEM-EEA7D794,ORD-BAEB578F,PROD-8EA520A4,1,46125.37,46125.37
ITEM-C1C5EB73,ORD-BAEB578F,PROD-7D011775,1,3341.69,3341.69
ITEM-706E13A3,ORD-B8583BB2,PROD-E6123478,3,2759.96,8279.88
ITEM-791C36C2,ORD-4CA1B3F1,PROD-0E7593BC,3,3575.82,10727.46
ITEM-1F3F4F2F,ORD-4CA1B3F1,PROD-7DFE211B,2,1511.07,3022.14
ITEM-C80E8230,ORD-4CA1B3F1,PROD-C0B127A9,3,5939.9,17819.7
ITEM-0774296E,ORD-4CA1B3F1,PROD-DF356D3A,1,7695.01,7695.01
ITEM-26071978,ORD-252D1E33,PROD-6ACBDFF5,2,2052.38,4104.76
ITEM-EEAD316B,ORD-252D1E33,PROD-51E64CDE,2,31658.83,63317.66
ITEM-3CD07512,ORD-D12E9E8B,PROD-F42CBE35,1,4932.63,4932.63
ITEM-310EE95F,ORD-D12E9E8B,PROD-D535BA9E,1,2420.05,2420.05
ITEM-0052ABF1,ORD-D12E9E8B,PROD-6ACBDFF5,3,2052.38,6157.14
ITEM-49E7AE84,ORD-D12E9E8B,PROD-9D1B6633,2,1735.69,3471.38
ITEM-8094EE54,ORD-D12E9E8B,PROD-85AB6E7B,1,2341.14,2341.14
ITEM-38D94051,ORD-202C85E0,PROD-3AD6D727,3,12668.25,38004.75
ITEM-FADABB83,ORD-202C85E0,PROD-C0B127A9,2,5939.9,11879.8
ITEM-FF0EE1F7,ORD-202C85E0,PROD-A4CCDFA3,1,2030.25,2030.25
ITEM-83123D78,ORD-202C85E0,PROD-60974ED2,2,4851.49,9702.98
ITEM-DC26C050,ORD-202C85E0,PROD-7DFE211B,3,1511.07,4533.21
ITEM-FC9EA186,ORD-F53B514F,PROD-D58C3016,3,1292.54,3877.62
ITEM-C7EF6710,ORD-F53B514F,PROD-ECFDE58F,3,1670.51,5011.53
ITEM-CC2D2206,ORD-F53B514F,PROD-CD51CEBB,1,9006.09,9006.09
ITEM-35A2CBD0,ORD-F53B514F,PROD-6EA27620,1,45451.02,45451.02
ITEM-A0049244,ORD-BDE06AF2,PROD-A7D1FB77,2,3490.21,6980.42
ITEM-72029A73,ORD-BDE06AF2,PROD-AB1FF945,2,47927.41,95854.82
ITEM-B5251B18,ORD-94905C95,PROD-31695DC7,1,1076.95,1076.95
ITEM-9D784B48,ORD-94905C95,PROD-E6123478,3,2759.96,8279.88
ITEM-B4B6DA75,ORD-94905C95,PROD-9D1B6633,1,1735.69,1735.69
ITEM-9D3C01CC,ORD-94905C95,PROD-0CC2B486,2,3708.73,7417.46
ITEM-018A42B8,ORD-94905C95,PROD-ABEABAEB,3,3413.49,10240.47
ITEM-C13EAB36,ORD-D0385BAB,PROD-6C8C7B4E,2,3008.3,6016.6
ITEM-47A2AEA0,ORD-D0385BAB,PROD-7DFE211B,1,1511.07,1511.07
ITEM-2CB9C6DF,ORD-D0385BAB,PROD-510DD867,1,16227.31,16227.31
ITEM-21B10D53,ORD-D0385BAB,PROD-9A5F63AA,2,2050.85,4101.7
ITEM-23E1EC56,ORD-9A775E7F,PROD-9D1B6633,3,1735.69,5207.07
ITEM-6F0B6F11,ORD-FD829F8F,PROD-790E63A6,2,548.35,1096.7
ITEM-F1395CC8,ORD-F8E45A5D,PROD-010E83D4,3,1703.6,5110.8
ITEM-98C0D485,ORD-F8E45A5D,PROD-C2BB799F,3,718.69,2156.07
ITEM-95B98C1E,ORD-8DB09F08,PROD-53B9F729,2,5062.12,10124.24
ITEM-853783F3,ORD-8DB09F08,PROD-6A13D41F,2,2171.95,4343.9
ITEM-7A2CE734,ORD-8DB09F08,PROD-97EA55D8,3,2041.07,6123.21
ITEM-858D51AE,ORD-8DB09F08,PROD-44834CB1,3,6596.73,19790.19
ITEM-0A3FF57B,ORD-8DB09F08,PROD-A33EDC24,1,4760.5,4760.5
ITEM-EC5B0AD5,ORD-91B95819,PROD-F5D61492,3,711.38,2134.14
ITEM-878D40EA,ORD-91B95819,PROD-F8706B59,2,8934.35,17868.7
ITEM-E22D0A2D,ORD-91B95819,PROD-D58C3016,3,1292.54,3877.62
ITEM-629E647C,ORD-91B95819,PROD-ABEABAEB,2,3413.49,6826.98
ITEM-C01F995D,ORD-3337B1EF,PROD-864E4B64,2,3346.6,6693.2
ITEM-4656D5FF,ORD-3337B1EF,PROD-661FE965,2,1624.94,3249.88
ITEM-A6922937,ORD-3F18CD93,PROD-C22492DC,3,3436.1,10308.3
ITEM-7A593C51,ORD-3F18CD93,PROD-6A13D41F,2,2171.95,4343.9
ITEM-623663B6,ORD-C94BA42F,PROD-6ACBDFF5,3,2052.38,6157.14
ITEM-7E9E6B4C,ORD-C94BA42F,PROD-97EA55D8,1,2041.07,2041.07
ITEM-E9ACC392,ORD-C94BA42F,PROD-8159C0A4,1,5589.42,5589.42
ITEM-66ACAB09,ORD-C94BA42F,PROD-F42CBE35,1,4932.63,4932.63
ITEM-C37DA1E1,ORD-55529486,PROD-A7D1FB77,2,3490.21,6980.42
ITEM-5063966E,ORD-55529486,PROD-3AD6D727,1,12668.25,12668.25
ITEM-EFEFCF6C,ORD-C02F84A6,PROD-97EA55D8,3,2041.07,6123.21
ITEM-BD26A12E,ORD-C02F84A6,PROD-71C4E5EF,1,4757.86,4757.86
ITEM-0F2AA679,ORD-C02F84A6,PROD-C0B127A9,1,5939.9,5939.9
ITEM-F5564410,ORD-C02F84A6,PROD-677D768A,3,6821.55,20464.65
ITEM-59918913,ORD-9CE9C78A,PROD-60974ED2,1,4851.49,4851.49
ITEM-88CACAE1,ORD-D122D011,PROD-8FD1797E,2,9227.42,18454.84
ITEM-FB248EF2,ORD-D122D011,PROD-7DFE211B,2,1511.07,3022.14
ITEM-13E05B58,ORD-D122D011,PROD-ABEABAEB,2,3413.49,6826.98
ITEM-3B78F649,ORD-D122D011,PROD-6A13D41F,1,2171.95,2171.95
ITEM-4C2EF919,ORD-0267E058,PROD-60974ED2,1,4851.49,4851.49
ITEM-2007CDA6,ORD-C8C10CCD,PROD-D58C3016,3,1292.54,3877.62
ITEM-A743DFB0,ORD-C8C10CCD,PROD-261E2C48,1,7975.69,7975.69
ITEM-FFFC93BE,ORD-C8C10CCD,PROD-D33AB38C,3,6648.75,19946.25
ITEM-49EA6348,ORD-C8C10CCD,PROD-5FE65A3B,3,20937.84,62813.52
ITEM-F1FD75FA,ORD-B869E93D,PROD-928A2A8B,2,8652.23,17304.46
ITEM-FEC474E0,ORD-B869E93D,PROD-3AD6D727,3,12668.25,38004.75
ITEM-5C3C38E0,ORD-79A33183,PROD-CBD3D5EF,1,1711.26,1711.26
ITEM-54FCE9A2,ORD-79A33183,PROD-0E074139,2,7422.59,14845.18
ITEM-CD851B45,ORD-79A33183,PROD-5FE65A3B,3,20937.84,62813.52
ITEM-BE9AC59C,ORD-79A33183,PROD-F2B52A80,2,48530.36,97060.72
ITEM-45290C68,ORD-3C55A0EA,PROD-6EFF520C,2,7088.63,14177.26
ITEM-55191ED0,ORD-3C55A0EA,PROD-661FE965,3,1624.94,4874.82
ITEM-9185A25E,ORD-3C55A0EA,PROD-84BE239B,1,3324.31,3324.31
ITEM-7CBAF82D,ORD-3C55A0EA,PROD-3CD1952C,3,2979.9,8939.7
ITEM-93D2448E,ORD-3C55A0EA,PROD-8BC4BBBB,3,3804.02,11412.06
ITEM-12BA0190,ORD-FD4D7715,PROD-66419DA1,3,63004.25,189012.75
ITEM-BF402C3E,ORD-FD4D7715,PROD-6ACBDFF5,1,2052.38,2052.38
ITEM-F382A880,ORD-4DA88A80,PROD-790E63A6,2,548.35,1096.7
ITEM-3161FF67,ORD-4DA88A80,PROD-7DFE211B,2,1511.07,3022.14
ITEM-80406FC4,ORD-4DA88A80,PROD-E24CB8A4,2,68991.89,137983.78
ITEM-F1858A22,ORD-4DA88A80,PROD-677D768A,1,6821.55,6821.55
ITEM-451AA02C,ORD-4DA88A80,PROD-1013CB12,2,3611.61,7223.22
ITEM-9FBFC06F,ORD-87EBE261,PROD-E24CB8A4,3,68991.89,206975.67
ITEM-BD5CABED,ORD-D03EE202,PROD-D535BA9E,1,2420.05,2420.05
ITEM-2F424980,ORD-D03EE202,PROD-A7D1FB77,3,3490.21,10470.63
ITEM-3DF7DD7D,ORD-D03EE202,PROD-8D72CF50,1,2678.71,2678.71
ITEM-B23AA1DF,ORD-D03EE202,PROD-6A13D41F,2,2171.95,4343.9
ITEM-A78C99E5,ORD-BA34FCB1,PROD-7D011775,1,3341.69,3341.69
ITEM-622831E0,ORD-75A301FB,PROD-C0B127A9,1,5939.9,5939.9
ITEM-E15964BA,ORD-75A301FB,PROD-17DF18B5,1,766.96,766.96
ITEM-8540BE6B,ORD-5761EE51,PROD-C0B127A9,2,5939.9,11879.8
ITEM-406F536E,ORD-5761EE51,PROD-E24CB8A4,2,68991.89,137983.78
ITEM-EDA250E8,ORD-5761EE51,PROD-6A13D41F,1,2171.95,2171.95
ITEM-35DE8896,ORD-5761EE51,PROD-ECFDE58F,1,1670.51,1670.51
ITEM-04D31656,ORD-8BD8F07E,PROD-0637C0D8,2,73512.8,147025.6
ITEM-6E0616B0,ORD-8BD8F07E,PROD-ABEABAEB,2,3413.49,6826.98
ITEM-B2E1C19A,ORD-8BD8F07E,PROD-677D768A,1,6821.55,6821.55
ITEM-77460F6D,ORD-8BD8F07E,PROD-60974ED2,3,4851.49,14554.47
ITEM-E899CBE7,ORD-9DAC9B8E,PROD-7DFE211B,1,1511.07,1511.07
ITEM-F3A845C9,ORD-9DAC9B8E,PROD-0E7593BC,1,3575.82,3575.82
ITEM-1FA572BD,ORD-7CB0986F,PROD-3AD6D727,3,12668.25,38004.75
ITEM-A2F0950F,ORD-7CB0986F,PROD-8B0DE042,1,75451.94,75451.94
ITEM-4104158E,ORD-9699D732,PROD-8159C0A4,3,5589.42,16768.26
ITEM-2A22B372,ORD-83574F9D,PROD-864E4B64,2,3346.6,6693.2
ITEM-6461E189,ORD-83574F9D,PROD-790E63A6,2,548.35,1096.7
ITEM-F8F339B3,ORD-83574F9D,PROD-F5D61492,1,711.38,711.38
ITEM-E94AF171,ORD-83574F9D,PROD-AB1FF945,1,47927.41,47927.41
ITEM-57FE6B56,ORD-A023B635,PROD-AB1FF945,2,47927.41,95854.82
ITEM-1E3E2674,ORD-A023B635,PROD-CBD3D5EF,3,1711.26,5133.78
ITEM-367D338E,ORD-A023B635,PROD-8B0DE042,3,75451.94,226355.82
ITEM-6C3D5C9F,ORD-A023B635,PROD-3AD6D727,2,12668.25,25336.5
ITEM-675CC10F,ORD-69F44795,PROD-963421E3,3,1086.8,3260.4
ITEM-811D313A,ORD-69F44795,PROD-510DD867,3,16227.31,48681.93
ITEM-33D762B8,ORD-69F44795,PROD-677D768A,1,6821.55,6821.55
ITEM-E57CD0D5,ORD-2468A854,PROD-60974ED2,3,4851.49,14554.47
ITEM-06159C1D,ORD-2468A854,PROD-E6123478,3,2759.96,8279.88
ITEM-A1D4DAD8,ORD-2468A854,PROD-010E83D4,2,1703.6,3407.2
ITEM-83361630,ORD-117B322A,PROD-CD51CEBB,3,9006.09,27018.27
ITEM-AA72FD16,ORD-117B322A,PROD-928A2A8B,3,8652.23,25956.69
ITEM-BF3EE573,ORD-117B322A,PROD-51E64CDE,1,31658.83,31658.83
ITEM-7130B9BF,ORD-117B322A,PROD-A4CCDFA3,1,2030.25,2030.25
ITEM-5167BC6E,ORD-117B322A,PROD-F5D61492,1,711.38,711.38
ITEM-A9AA8CA0,ORD-E5F6F9DA,PROD-84BE239B,2,3324.31,6648.62
ITEM-5B68F557,ORD-E5F6F9DA,PROD-3CD1952C,2,2979.9,5959.8
ITEM-A5867550,ORD-E5F6F9DA,PROD-31695DC7,2,1076.95,2153.9
ITEM-CF81E391,ORD-E5F6F9DA,PROD-8FD1797E,1,9227.42,9227.42
ITEM-D616A318,ORD-E9B06424,PROD-0E7593BC,3,3575.82,10727.46
ITEM-DD173F88,ORD-482BA8E6,PROD-9A5F63AA,2,2050.85,4101.7
ITEM-328489C6,ORD-482BA8E6,PROD-F2B52A80,3,48530.36,145591.08
ITEM-4F91F2BE,ORD-482BA8E6,PROD-ABEABAEB,2,3413.49,6826.98
ITEM-B74BA565,ORD-D425A440,PROD-F8706B59,3,8934.35,26803.05
ITEM-4CF92EFC,ORD-D425A440,PROD-0E06F972,1,3167.59,3167.59
ITEM-4C7E6958,ORD-95CAA381,PROD-6D2426CB,2,63308.67,126617.34
ITEM-63B43989,ORD-95CAA381,PROD-0CC2B486,1,3708.73,3708.73
ITEM-1BEB5DF3,ORD-95CAA381,PROD-187B16A7,1,46478.68,46478.68
ITEM-B534F88D,ORD-87D3A327,PROD-71C4E5EF,3,4757.86,14273.58
ITEM-2CFD381B,ORD-87D3A327,PROD-6EFF520C,1,7088.63,7088.63
ITEM-BEC7AC51,ORD-B4F238A1,PROD-C22492DC,1,3436.1,3436.1
ITEM-3AC84727,ORD-B4F238A1,PROD-C0B127A9,3,5939.9,17819.7
ITEM-1D9DCAC0,ORD-B4F238A1,PROD-E55B2CB4,1,3526.81,3526.81
ITEM-3A98AE96,ORD-B4F238A1,PROD-84BE239B,2,3324.31,6648.62
ITEM-3F6D20B1,ORD-C37413C5,PROD-ECFDE58F,2,1670.51,3341.02
ITEM-E87C15F2,ORD-C37413C5,PROD-465980E0,2,6976.36,13952.72
ITEM-9D3BDCEA,ORD-B0561F16,PROD-1013CB12,2,3611.61,7223.22
ITEM-90FAD369,ORD-B0561F16,PROD-A80DF571,1,6042.13,6042.13
ITEM-1E6442A8,ORD-B0561F16,PROD-8BC4BBBB,2,3804.02,7608.04
ITEM-C017BA23,ORD-B0561F16,PROD-85AB6E7B,2,2341.14,4682.28
ITEM-8CD0BCD4,ORD-131424DD,PROD-85AB6E7B,2,2341.14,4682.28
ITEM-DD224F42,ORD-131424DD,PROD-7D011775,2,3341.69,6683.38
ITEM-6ED25F89,ORD-131424DD,PROD-6EFF520C,2,7088.63,14177.26
ITEM-16A74A57,ORD-131424DD,PROD-C2BB799F,2,718.69,1437.38
ITEM-82CBCF54,ORD-131424DD,PROD-51E64CDE,3,31658.83,94976.49
ITEM-8A11A806,ORD-282A5E23,PROD-E55B2CB4,3,3526.81,10580.43
ITEM-FA1D8759,ORD-282A5E23,PROD-85AB6E7B,3,2341.14,7023.42
ITEM-B333FE01,ORD-282A5E23,PROD-D535BA9E,3,2420.05,7260.15
ITEM-33191178,ORD-282A5E23,PROD-187B16A7,2,46478.68,92957.36
ITEM-E1DB4FCC,ORD-1AAEBDF5,PROD-60974ED2,3,4851.49,14554.47
ITEM-45F65034,ORD-1AAEBDF5,PROD-99030BD0,1,1761.28,1761.28
ITEM-13C33480,ORD-1AAEBDF5,PROD-C22492DC,2,3436.1,6872.2
ITEM-D5DC5BB8,ORD-494F1C20,PROD-261E2C48,3,7975.69,23927.07
ITEM-558CB70A,ORD-494F1C20,PROD-D535BA9E,2,2420.05,4840.1
ITEM-6AC30482,ORD-494F1C20,PROD-8BC4BBBB,3,3804.02,11412.06
ITEM-7205541D,ORD-494F1C20,PROD-C2BB799F,3,718.69,2156.07
ITEM-66AC612E,ORD-494F1C20,PROD-A33EDC24,2,4760.5,9521.0
ITEM-32D96119,ORD-76387D6E,PROD-84BE239B,2,3324.31,6648.62
ITEM-7791D9B5,ORD-76387D6E,PROD-465980E0,3,6976.36,20929.08
ITEM-8398A989,ORD-3CC89838,PROD-CBD3D5EF,3,1711.26,5133.78
ITEM-141560FD,ORD-3CC89838,PROD-8F134EA0,1,53930.94,53930.94
ITEM-89F1B068,ORD-3CC89838,PROD-C2BB799F,1,718.69,718.69
ITEM-55EDBB83,ORD-3CC89838,PROD-84BE239B,1,3324.31,3324.31
ITEM-E9218517,ORD-3CC89838,PROD-D33AB38C,1,6648.75,6648.75
ITEM-689D879A,ORD-61F5E8F1,PROD-864E4B64,2,3346.6,6693.2
ITEM-AECAE0E9,ORD-61F5E8F1,PROD-C0B127A9,2,5939.9,11879.8
ITEM-DF93BE38,ORD-F4987A04,PROD-F42CBE35,3,4932.63,14797.89
ITEM-8858F375,ORD-F4987A04,PROD-C22492DC,3,3436.1,10308.3
ITEM-529BED2A,ORD-F4987A04,PROD-6C8C7B4E,2,3008.3,6016.6
ITEM-FCCE57D3,ORD-F4987A04,PROD-71C4E5EF,1,4757.86,4757.86
ITEM-C993635D,ORD-BCCD1A4D,PROD-C22492DC,1,3436.1,3436.1
ITEM-B67A5F4C,ORD-BCCD1A4D,PROD-187B16A7,1,46478.68,46478.68
ITEM-CD7F5979,ORD-BCCD1A4D,PROD-C0B127A9,3,5939.9,17819.7
ITEM-81664C40,ORD-BCCD1A4D,PROD-99030BD0,2,1761.28,3522.56
ITEM-231535CA,ORD-F2198BAB,PROD-C0B127A9,1,5939.9,5939.9
ITEM-2E23792D,ORD-F2198BAB,PROD-6EFF520C,1,7088.63,7088.63
ITEM-A5631EDC,ORD-F2198BAB,PROD-7DFE211B,2,1511.07,3022.14
ITEM-8AB7A06A,ORD-F2198BAB,PROD-6D2426CB,1,63308.67,63308.67
ITEM-E2D1F6F4,ORD-AA32DB41,PROD-8FD1797E,1,9227.42,9227.42
ITEM-1CA6D5AF,ORD-AA32DB41,PROD-6D2426CB,2,63308.67,126617.34
ITEM-10E54A07,ORD-DF7AEEEF,PROD-31695DC7,2,1076.95,2153.9
ITEM-CBA468D1,ORD-DF7AEEEF,PROD-9D1B6633,1,1735.69,1735.69
ITEM-9B11FF6D,ORD-2D4A32B6,PROD-0E7593BC,2,3575.82,7151.64
ITEM-027CC6AF,ORD-2D4A32B6,PROD-465980E0,1,6976.36,6976.36
ITEM-1F8E7170,ORD-2D4A32B6,PROD-99030BD0,3,1761.28,5283.84
ITEM-CA0AF71E,ORD-2D4A32B6,PROD-BFF3526B,3,1640.36,4921.08
ITEM-FDDA517B,ORD-2D4A32B6,PROD-6A13D41F,1,2171.95,2171.95
ITEM-ED68E31E,ORD-3BAADAC7,PROD-D33AB38C,2,6648.75,13297.5
ITEM-0EB4BB15,ORD-3BAADAC7,PROD-ABEABAEB,3,3413.49,10240.47
ITEM-AF8E55F5,ORD-3BAADAC7,PROD-ECFDE58F,2,1670.51,3341.02
ITEM-372E66F6,ORD-3BAADAC7,PROD-99030BD0,2,1761.28,3522.56
ITEM-9C73B50D,ORD-525E5FBA,PROD-E24F5BD8,3,35395.07,106185.21
ITEM-61FA87AA,ORD-525E5FBA,PROD-6EA27620,1,45451.02,45451.02
ITEM-3F474663,ORD-8D5C56BB,PROD-CBD3D5EF,3,1711.26,5133.78
ITEM-9FB92126,ORD-73A0AD0D,PROD-790E63A6,3,548.35,1645.05
ITEM-DD3C2A95,ORD-73A0AD0D,PROD-DF356D3A,3,7695.01,23085.03
ITEM-638BDDDF,ORD-73A0AD0D,PROD-66419DA1,3,63004.25,189012.75
ITEM-E363380F,ORD-73A0AD0D,PROD-84BE239B,2,3324.31,6648.62
ITEM-4BAD8492,ORD-73A0AD0D,PROD-7DFE211B,3,1511.07,4533.21
ITEM-6EC1F35A,ORD-EBC00FA2,PROD-17DF18B5,3,766.96,2300.88
ITEM-8B07A86A,ORD-EBC00FA2,PROD-E24F5BD8,2,35395.07,70790.14
ITEM-569577EC,ORD-EBC00FA2,PROD-F2B52A80,3,48530.36,145591.08
ITEM-22AC14B3,ORD-6FD15FF7,PROD-31695DC7,2,1076.95,2153.9
ITEM-4BC77E2B,ORD-6FD15FF7,PROD-A33EDC24,2,4760.5,9521.0
ITEM-A2335AC9,ORD-6FD15FF7,PROD-864E4B64,3,3346.6,10039.8
ITEM-2FADE1DB,ORD-6FD15FF7,PROD-D58C3016,1,1292.54,1292.54
ITEM-00CA859E,ORD-6FD15FF7,PROD-BFF3526B,3,1640.36,4921.08
ITEM-185AC572,ORD-F9B37593,PROD-8D72CF50,3,2678.71,8036.13
ITEM-ECD9BFD0,ORD-F9B37593,PROD-DADF29A3,3,2957.09,8871.27
ITEM-2FB06152,ORD-F9B37593,PROD-510DD867,2,16227.31,32454.62
ITEM-57E89F8D,ORD-F9B37593,PROD-71C4E5EF,1,4757.86,4757.86
ITEM-FD46DFBB,ORD-F9B37593,PROD-97EA55D8,2,2041.07,4082.14
ITEM-4ABC6DBD,ORD-8313A394,PROD-C0B127A9,2,5939.9,11879.8
ITEM-3A1A8693,ORD-8313A394,PROD-71C4E5EF,3,4757.86,14273.58
ITEM-343BC26B,ORD-C668A71F,PROD-8B0DE042,1,75451.94,75451.94
ITEM-2FB9D8A3,ORD-C668A71F,PROD-C2BB799F,3,718.69,2156.07
ITEM-20B6A48C,ORD-C668A71F,PROD-D58C3016,1,1292.54,1292.54
ITEM-682A882B,ORD-B517BBCF,PROD-963421E3,2,1086.8,2173.6
ITEM-AB14F995,ORD-B517BBCF,PROD-3AD6D727,1,12668.25,12668.25
ITEM-E68A3B8B,ORD-B517BBCF,PROD-8EA520A4,1,46125.37,46125.37
ITEM-F9B7BF14,ORD-B517BBCF,PROD-51E64CDE,2,31658.83,63317.66
ITEM-5D360B02,ORD-B517BBCF,PROD-F9231922,1,453.4,453.4
ITEM-AEF30C34,ORD-CED876E0,PROD-F42CBE35,2,4932.63,9865.26
ITEM-7AC0ED1D,ORD-CED876E0,PROD-D535BA9E,1,2420.05,2420.05
ITEM-284177B9,ORD-CED876E0,PROD-AF5D54EE,2,1708.81,3417.62
ITEM-28061AFE,ORD-B217B57D,PROD-F42CBE35,1,4932.63,4932.63
ITEM-DB75C796,ORD-C8C1BE57,PROD-ABEABAEB,1,3413.49,3413.49
ITEM-E5DCDA37,ORD-C8C1BE57,PROD-D33AB38C,1,6648.75,6648.75
ITEM-AD1916A1,ORD-DC278ECD,PROD-9D1B6633,3,1735.69,5207.07
ITEM-5BAA2F90,ORD-DC278ECD,PROD-8B0DE042,2,75451.94,150903.88
ITEM-3DBAEDA4,ORD-0F2B841C,PROD-963421E3,2,1086.8,2173.6
ITEM-5FA02CDE,ORD-C9E1A21E,PROD-510DD867,2,16227.31,32454.62
ITEM-B8034910,ORD-C9E1A21E,PROD-9D1B6633,1,1735.69,1735.69
ITEM-50BB0122,ORD-162CAD03,PROD-0637C0D8,2,73512.8,147025.6
ITEM-8523C124,ORD-162CAD03,PROD-6EFF520C,3,7088.63,21265.89
ITEM-44EF9309,ORD-8034FAAA,PROD-A7D1FB77,2,3490.21,6980.42
ITEM-2647FF5A,ORD-8034FAAA,PROD-8EA520A4,2,46125.37,92250.74
ITEM-F1417022,ORD-8034FAAA,PROD-864E4B64,1,3346.6,3346.6
ITEM-B376CC51,ORD-8034FAAA,PROD-D58C3016,3,1292.54,3877.62
ITEM-C4F928C6,ORD-8034FAAA,PROD-A33EDC24,3,4760.5,14281.5
ITEM-F1CC335A,ORD-845086D3,PROD-A7D1FB77,1,3490.21,3490.21
ITEM-F9DE3FFC,ORD-845086D3,PROD-BFF3526B,3,1640.36,4921.08
ITEM-EF2A49B7,ORD-845086D3,PROD-DADF29A3,2,2957.09,5914.18
ITEM-DAA00BDA,ORD-845086D3,PROD-8159C0A4,2,5589.42,11178.84
ITEM-99BBF4E9,ORD-845086D3,PROD-CD51CEBB,3,9006.09,27018.27
ITEM-C1BE18C9,ORD-BF54C238,PROD-9D1B6633,3,1735.69,5207.07
ITEM-ABDDB9B2,ORD-BF54C238,PROD-8F134EA0,1,53930.94,53930.94
ITEM-2FFC47CD,ORD-BF54C238,PROD-F8706B59,3,8934.35,26803.05
ITEM-49127A29,ORD-BF54C238,PROD-AB1FF945,3,47927.41,143782.23
ITEM-B95F087D,ORD-BE73241E,PROD-51E64CDE,1,31658.83,31658.83
ITEM-436B39F9,ORD-BE73241E,PROD-864E4B64,1,3346.6,3346.6
ITEM-29DC4EA5,ORD-B09E45FB,PROD-790E63A6,3,548.35,1645.05
ITEM-D68E12D2,ORD-F166D776,PROD-84BE239B,2,3324.31,6648.62
ITEM-6B10CAA3,ORD-F166D776,PROD-8D72CF50,2,2678.71,5357.42
ITEM-B4F4C965,ORD-F166D776,PROD-790E63A6,3,548.35,1645.05
ITEM-99E37CD4,ORD-F166D776,PROD-0E7593BC,3,3575.82,10727.46
ITEM-C9F90B00,ORD-D831CEAE,PROD-0E074139,3,7422.59,22267.77
ITEM-5B087E4A,ORD-E8E550A1,PROD-790E63A6,1,548.35,548.35
ITEM-B3515954,ORD-89EEEB40,PROD-F42CBE35,3,4932.63,14797.89
ITEM-35AB82F2,ORD-004CC958,PROD-60974ED2,3,4851.49,14554.47
ITEM-1B5CD3CC,ORD-004CC958,PROD-465980E0,2,6976.36,13952.72
ITEM-52636208,ORD-7614F99F,PROD-3AD6D727,3,12668.25,38004.75
ITEM-DCE4261C,ORD-7614F99F,PROD-6ACBDFF5,1,2052.38,2052.38
ITEM-BDDAE508,ORD-7614F99F,PROD-6D2426CB,2,63308.67,126617.34
ITEM-E68E634C,ORD-0A2DD369,PROD-790E63A6,2,548.35,1096.7
ITEM-0C19DFC7,ORD-0A2DD369,PROD-F8706B59,2,8934.35,17868.7
ITEM-2DE27BE5,ORD-0A2DD369,PROD-6D2426CB,1,63308.67,63308.67
ITEM-39803AD0,ORD-0A2DD369,PROD-963421E3,1,1086.8,1086.8
ITEM-F321588A,ORD-0A2DD369,PROD-187B16A7,1,46478.68,46478.68
ITEM-BDFBC89D,ORD-DDE24610,PROD-C2BB799F,2,718.69,1437.38
ITEM-D26D6080,ORD-DDE24610,PROD-8D72CF50,3,2678.71,8036.13
ITEM-4DC53CE8,ORD-DDE24610,PROD-31695DC7,1,1076.95,1076.95
ITEM-A73B6CBE,ORD-DDE24610,PROD-790E63A6,2,548.35,1096.7
ITEM-C5F98685,ORD-DDE24610,PROD-1013CB12,3,3611.61,10834.83
ITEM-91109265,ORD-F53BC3DA,PROD-9D1B6633,3,1735.69,5207.07
ITEM-A4766C6A,ORD-F53BC3DA,PROD-6ACBDFF5,2,2052.38,4104.76
ITEM-E5FC4715,ORD-F53BC3DA,PROD-0CC2B486,3,3708.73,11126.19
ITEM-629E48A0,ORD-F53BC3DA,PROD-E6123478,2,2759.96,5519.92
ITEM-B493BF50,ORD-F53BC3DA,PROD-5FE65A3B,3,20937.84,62813.52
ITEM-2EACE406,ORD-4146E924,PROD-0E7593BC,1,3575.82,3575.82
ITEM-E6088A61,ORD-255CE0E2,PROD-7D011775,3,3341.69,10025.07
ITEM-7A55CD5E,ORD-255CE0E2,PROD-AB1FF945,3,47927.41,143782.23
ITEM-4977402D,ORD-255CE0E2,PROD-F42CBE35,2,4932.63,9865.26
ITEM-E5189C37,ORD-255CE0E2,PROD-4CA1DF0A,1,4098.77,4098.77
